State,County,Agency,Scraper,Website,Courts Website,What Data Exists,Code,FOIA Req Needed?,NIBRS?,2019 Population,Percent completion
Texas,Dallas County,,,,,,,,,"2,635,516",
Texas,Dawson County,,,,,,,,,"12,728",
Texas,Deaf Smith County,,,,,,,,,"18,546",
Texas,Delta County,,,,,,,,,"5,331",
Texas,Denton County,,,,,,,,,"887,207",
Texas,DeWitt County,,,,,,,,,"20,160",
Texas,Dickens County,,,,,,,,,"2,211",
Texas,Dimmit County,,,,,,,,,"10,124",
Texas,Donley County,,,,,,,,,"3,278",
Texas,Duval County,,,,,,,,,"11,157",
Texas,Eastland County,,,,,,,,,"18,360",
Texas,Ector County,,,,,,,,,"166,223",
Texas,Edwards County,,,,,,,,,"1,932",
Texas,El Paso County,,,,,,,,,"839,238",
Texas,Ellis County,,,,,,,,,"184,826",
Texas,Erath County,,,,,,,,,"42,698",
Texas,Falls County,,,,,,,,,"17,297",
Texas,Fannin County,,,,,,,,,"35,514",
Texas,Fayette County,,,,,,,,,"25,346",
Texas,Fisher County,,,,,,,,,"3,830",
Texas,Floyd County,,,,,,,,,"5,712",
Texas,Foard County,,,,,,,,,"1,155",
Texas,Fort Bend County,,,,,,,,,"811,688",
Texas,Franklin County,,,,,,,,,"10,725",
Texas,Freestone County,,,,,,,,,"19,717",
Texas,Frio County,,,,,,,,,"20,306",
Texas,Gaines County,,,,,,,,,"21,492",
Texas,Galveston County,,,,,,,,,"342,139",
Texas,Garza County,,,,,,,,,"6,229",
Texas,Gillespie County,,,,,,,,,"26,988",
Texas,Glasscock County,,,,,,,,,"1,409",
Texas,Goliad County,,,,,,,,,"7,658",
Texas,Gonzales County,,,,,,,,,"20,837",
Texas,Gray County,,,,,,,,,"21,886",
Texas,Grayson County,,,,,,,,,"136,212",
Texas,Gregg County,,,,,,,,,"123,945",
Texas,Grimes County,,,,,,,,,"28,880",
Texas,Guadalupe County,,,,,,,,,"166,847",
Texas,Hale County,,,,,,,,,"33,406",
Texas,Hall County,,,,,,,,,"2,964",
Texas,Hamilton County,,,,,,,,,"8,461",
Texas,Hansford County,,,,,,,,,"5,399",
Texas,Hardeman County,,,,,,,,,"3,933",
Texas,Hardin County,,,,,,,,,"57,602",
Texas,Harris County,,,,,,,,,"4,713,325",
Texas,Harrison County,,,,,,,,,"66,553",
Texas,Hartley County,,,,,,,,,"5,576",
Texas,Haskell County,,,,,,,,,"5,658",
Texas,Hays County,,,,,,,,,"230,191",
Texas,Hemphill County,,,,,,,,,"3,819",
Texas,Henderson County,,,,,,,,,"82,737",
Texas,Hidalgo County,,,,,,,,,"868,707",
Texas,Hill County,,,,,,,,,"36,649",
Texas,Hockley County,,,,,,,,,"23,021",
Texas,Hood County,,,,,,,,,"61,643",
Texas,Hopkins County,,,,,,,,,"37,084",
Texas,Houston County,,,,,,,,,"22,968",
Texas,Howard County,,,,,,,,,"36,664",
Texas,Hudspeth County,,,,,,,,,"4,886",
Texas,Hunt County,,,,,,,,,"98,594",
Texas,Hutchinson County,,,,,,,,,"20,938",
Texas,Irion County,,,,,,,,,"1,536",
Texas,Jack County,,,,,,,,,"8,935",
Texas,Jackson County,,,,,,,,,"14,760",
Texas,Jasper County,,,,,,,,,"35,529",
Texas,Jeff Davis County,,,,,,,,,"2,274",
Texas,Jefferson County,,,,,,,,,"251,565",
Texas,Jim Hogg County,,,,,,,,,"5,200",
Texas,Jim Wells County,,,,,,,,,"40,482",
Texas,Johnson County,,,,,,,,,"175,817",
Texas,Jones County,,,,,,,,,"20,083",
Texas,Karnes County,,,,,,,,,"15,601",
Texas,Kaufman County,,,,,,,,,"136,154",
Texas,Kendall County,,,,,,,,,"47,431",
Texas,Kenedy County,,,,,,,,,404,
Texas,Kent County,,,,,,,,,762,
Texas,Kerr County,,,,,,,,,"52,600",
Texas,Kimble County,,,,,,,,,"4,337",
Texas,King County,,,,,,,,,272,
Texas,Kinney County,,,,,,,,,"3,667",
Texas,Kleberg County,,,,,,,,,"30,680",
Texas,Knox County,,,,,,,,,"3,664",
Texas,La Salle County,,,,,,,,,"7,520",
Texas,Lamar County,,,,,,,,,"49,859",
Texas,Lamb County,,,,,,,,,"12,893",
Texas,Lampasas County,,,,,,,,,"21,428",
Texas,Lavaca County,,,,,,,,,"20,154",
Texas,Lee County,,,,,,,,,"17,239",
Texas,Leon County,,,,,,,,,"17,404",
Texas,Liberty County,,,,,,,,,"88,219",
Texas,Limestone County,,,,,,,,,"23,437",
Texas,Lipscomb County,,,,,,,,,"3,233",
Texas,Live Oak County,,,,,,,,,"12,207",
Texas,Llano County,,,,,,,,,"21,795",
Texas,Loving County,,,,,,,,,169,
Texas,Lubbock County,,,,,,,,,"310,569",
Texas,Lynn County,,,,,,,,,"5,951",
Texas,Madison County,,,,,,,,,"14,284",
Texas,Marion County,,,,,,,,,"9,854",
Texas,Martin County,,,,,,,,,"5,771",
Texas,Mason County,,,,,,,,,"4,274",
Texas,Matagorda County,,,,,,,,,"36,643",
Texas,Maverick County,,,,,,,,,"58,722",
Texas,McCulloch County,,,,,,,,,"7,984",
Texas,McLennan County,,,,,,,,,"256,623",
Texas,McMullen County,,,,,,,,,743,
Texas,Medina County,,,,,,,,,"51,584",
Texas,Menard County,,,,,,,,,"2,138",
Texas,Midland County,,,,,,,,,"176,832",
Texas,Milam County,,,,,,,,,"24,823",
Texas,Mills County,,,,,,,,,"4,873",
Texas,Mitchell County,,,,,,,,,"8,545",
Texas,Montague County,,,,,,,,,"19,818",
Texas,Montgomery County,,,,,,,,,"607,391",
Texas,Moore County,,,,,,,,,"20,940",
Texas,Morris County,,,,,,,,,"12,388",
Texas,Motley County,,,,,,,,,"1,200",
Texas,Nacogdoches County,,,,,,,,,"65,204",
Texas,Navarro County,,,,,,,,,"50,113",
Texas,Newton County,,,,,,,,,"13,595",
Texas,Nolan County,,,,,,,,,"14,714",
Texas,Nueces County,,,,,,,,,"362,294",
Texas,Ochiltree County,,,,,,,,,"9,836",
Texas,Oldham County,,,,,,,,,"2,112",
Texas,Orange County,,,,,,,,,"83,396",
Texas,Palo Pinto County,,,,,,,,,"29,189",
Texas,Panola County,,,,,,,,,"23,194",
Texas,Parker County,,,,,,,,,"142,878",
Texas,Parmer County,,,,,,,,,"9,605",
Texas,Pecos County,,,,,,,,,"15,823",
Texas,Polk County,,,,,,,,,"51,353",
Texas,Potter County,,,,,,,,,"117,415",
Texas,Presidio County,,,,,,,,,"6,704",
Texas,Rains County,,,,,,,,,"12,514",
Texas,Randall County,,,,,,,,,"137,713",
Texas,Reagan County,,,,,,,,,"3,849",
Texas,Real County,,,,,,,,,"3,452",
Texas,Red River County,,,,,,,,,"12,023",
Texas,Reeves County,,,,,,,,,"15,976",
Texas,Refugio County,,,,,,,,,"6,948",
Texas,Roberts County,,,,,,,,,854,
Texas,Robertson County,,,,,,,,,"17,074",
Texas,Rockwall County,,,,,,,,,"104,915",
Texas,Runnels County,,,,,,,,,"10,264",
Texas,Rusk County,,,,,,,,,"54,406",
Texas,Sabine County,,,,,,,,,"10,542",
Texas,San Augustine County,,,,,,,,,"8,237",
Texas,San Jacinto County,,,,,,,,,"28,859",
Texas,San Patricio County,,,,,,,,,"66,730",
Texas,San Saba County,,,,,,,,,"6,055",
Texas,Schleicher County,,,,,,,,,"2,793",
Texas,Scurry County,,,,,,,,,"16,703",
Texas,Shackelford County,,,,,,,,,"3,265",
Texas,Shelby County,,,,,,,,,"25,274",
Texas,Sherman County,,,,,,,,,"3,022",
Texas,Smith County,,,,,,,,,"232,751",
Texas,Somervell County,,,,,,,,,"9,128",
Texas,Starr County,,,,,,,,,"64,633",
Texas,Stephens County,,,,,,,,,"9,366",
Texas,Sterling County,,,,,,,,,"1,291",
Texas,Stonewall County,,,,,,,,,"1,350",
Texas,Sutton County,,,,,,,,,"3,776",
Texas,Swisher County,,,,,,,,,"7,397",
Texas,Tarrant County,,,,,,,,,"2,102,515",
Texas,Taylor County,,,,,,,,,"138,034",
Texas,Terrell County,,,,,,,,,776,
Texas,Terry County,,,,,,,,,"12,337",
Texas,Throckmorton County,,,,,,,,,"1,501",
Texas,Titus County,,,,,,,,,"32,750",
Texas,Tom Green County,,,,,,,,,"119,200",
Texas,Travis County,,,,,,,,,"1,273,954",
Texas,Trinity County,,,,,,,,,"14,651",
Texas,Tyler County,,,,,,,,,"21,672",
Texas,Upshur County,,,,,,,,,"41,753",
Texas,Upton County,,,,,,,,,"3,657",
Texas,Uvalde County,,,,,,,,,"26,741",
Texas,Val Verde County,,,,,,,,,"49,025",
Texas,Van Zandt County,,,,,,,,,"56,590",
Texas,Victoria County,,,,,,,,,"92,084",
Texas,Walker County,,,,,,,,,"72,971",
Texas,Waller County,,,,,,,,,"55,246",
Texas,Ward County,,,,,,,,,"11,998",
Texas,Washington County,,,,,,,,,"35,882",
Texas,Webb County,,,,,,,,,"276,652",
Texas,Wharton County,,,,,,,,,"41,556",
Texas,Wheeler County,,,,,,,,,"5,056",
Texas,Wichita County,,,,,,,,,"132,230",
Texas,Wilbarger County,,,,,,,,,"12,769",
Texas,Willacy County,,,,,,,,,"21,358",
Texas,Williamson County,,,,,,,,,"590,551",
Texas,Wilson County,,,,,,,,,"51,070",
Texas,Winkler County,,,,,,,,,"8,010",
Texas,Wise County,,,,,,,,,"69,984",
Texas,Wood County,,,,,,,,,"45,539",
Texas,Yoakum County,,,,,,,,,"8,713",
Texas,Young County,,,,,,,,,"18,010",
Texas,Zapata County,,,,,,,,,"14,179",
Texas,Zavala County,,,,,,,,,"11,840",
Utah,Beaver County,,,,,,,,,"6,710",
Utah,Box Elder County,,,,,,,,,"56,046",
Utah,Cache County,,,,,,,,,"128,289",
Utah,Carbon County,,,,,,,,,"20,463",
Utah,Daggett County,,,,,,,,,950,
Utah,Davis County,,,,,,,,,"355,481",
Utah,Duchesne County,,,,,,,,,"19,938",
Utah,Emery County,,,,,,,,,"10,012",
Utah,Garfield County,,,,,,,,,"5,051",
Utah,Grand County,,,,,,,,,"9,754",
Utah,Iron County,,,,,,,,,"54,839",
Utah,Juab County,,,,,,,,,"12,017",
Utah,Kane County,,,,,,,,,"7,886",
Utah,Millard County,,,,,,,,,"13,188",
Utah,Morgan County,,,,,,,,,"12,124",
Utah,Piute County,,,,,,,,,"1,479",
Utah,Rich County,,,,,,,,,"2,483",
Utah,Salt Lake County,,,,,,,,,"1,160,437",
Utah,San Juan County,,,,,,,,,"15,308",
Utah,Sanpete County,,,,,,,,,"30,939",
Utah,Sevier County,,,,,,,,,"21,620",
Utah,Summit County,,,,,,,,,"42,145",
Utah,Tooele County,,,,,,,,,"72,259",
Utah,Uintah County,,,,,,,,,"35,734",
Utah,Utah County,,,,,,,,,"636,235",
Utah,Wasatch County,,,,,,,,,"34,091",
Utah,Washington County,,,,,,,,,"177,556",
Utah,Wayne County,,,,,,,,,"2,711",
Utah,Weber County,,,,,,,,,"260,213",
Vermont,Addison County,,,,,,,,,"36,777",
Vermont,Bennington County,,,,,,,,,"35,470",
Vermont,Caledonia County,,,,,,,,,"29,993",
Vermont,Chittenden County,,,,,,,,,"163,774",
Vermont,Essex County,,,,,,,,,"6,163",
Vermont,Franklin County,,,,,,,,,"49,402",
Vermont,Grand Isle County,,,,,,,,,"7,235",
Vermont,Lamoille County,,,,,,,,,"25,362",
Vermont,Orange County,,,,,,,,,"28,892",
Vermont,Orleans County,,,,,,,,,"27,037",
Vermont,Rutland County,,,,,,,,,"58,191",
Vermont,Washington County,,,,,,,,,"58,409",
Vermont,Windham County,,,,,,,,,"42,222",
Vermont,Windsor County,,,,,,,,,"55,062",
Virginia,Accomack County,,,,,,,,,"32,316",
Virginia,Albemarle County,,,,,,,,,"109,330",
Virginia,Alexandria,,,,,,,,,#N/A,
Virginia,Alleghany County,,,,,,,,,"14,860",
Virginia,Amelia County,,,,,,,,,"13,145",
Virginia,Amherst County,,,,,,,,,"31,605",
Virginia,Appomattox County,,,,,,,,,"15,911",
Virginia,Arlington County,,,,,,,,,"236,842",
Virginia,Augusta County,,,,,,,,,"75,558",
Virginia,Bath County,,,,,,,,,"4,147",
Virginia,Bedford County,,,,,,,,,"78,997",
Virginia,Bland County,,,,,,,,,"6,280",
Virginia,Botetourt County,,,,,,,,,"33,419",
Virginia,Bristol,,,,,,,,,#N/A,
Virginia,Brunswick County,,,,,,,,,"16,231",
Virginia,Buchanan County,,,,,,,,,"21,004",
Virginia,Buckingham County,,,,,,,,,"17,148",
Virginia,Buena Vista,,,,,,,,,#N/A,
Virginia,Campbell County,,,,,,,,,"54,885",
Virginia,Caroline County,,,,,,,,,"30,725",
Virginia,Carroll County,,,,,,,,,"29,791",
Virginia,Charles City County,,,,,,,,,"6,963",
Virginia,Charlotte County,,,,,,,,,"11,880",
Virginia,Charlottesville,,,,,,,,,#N/A,
Virginia,Chesapeake,,,,,,,,,#N/A,
Virginia,Chesterfield County,,,,,,,,,"352,802",
Virginia,Clarke County,,,,,,,,,"14,619",
Virginia,Colonial Heights,,,,,,,,,#N/A,
Virginia,Covington,,,,,,,,,#N/A,
Virginia,Craig County,,,,,,,,,"5,131",
Virginia,Culpeper County,,,,,,,,,"52,605",
Virginia,Cumberland County,,,,,,,,,"9,932",
Virginia,Danville,,,,,,,,,#N/A,
Virginia,Dickenson County,,,,,,,,,"14,318",
Virginia,Dinwiddie County,,,,,,,,,"28,544",
Virginia,Emporia,,,,,,,,,#N/A,
Virginia,Essex County,,,,,,,,,"10,953",
Virginia,Fairfax,,,,,,,,,#N/A,
Virginia,Fairfax County,,,,,,,,,"1,147,532",
Virginia,Falls Church,,,,,,,,,#N/A,
Virginia,Fauquier County,,,,,,,,,"71,222",
Virginia,Floyd County,,,,,,,,,"15,749",
Virginia,Fluvanna County,,,,,,,,,"27,270",
Virginia,Franklin,,,,,,,,,#N/A,
Virginia,Franklin County,,,,,,,,,"56,042",
Virginia,Frederick County,,,,,,,,,"89,313",
Virginia,Fredericksburg,,,,,,,,,#N/A,
Virginia,Galax,,,,,,,,,#N/A,
Virginia,Giles County,,,,,,,,,"16,720",
Virginia,Gloucester County,,,,,,,,,"37,348",
Virginia,Goochland County,,,,,,,,,"23,753",
Virginia,Grayson County,,,,,,,,,"15,550",
Virginia,Greene County,,,,,,,,,"19,819",
Virginia,Greensville County,,,,,,,,,"11,336",
Virginia,Halifax County,,,,,,,,,"33,911",
Virginia,Hampton,,,,,,,,,#N/A,
Virginia,Hanover County,,,,,,,,,"107,766",
Virginia,Harrisonburg,,,,,,,,,#N/A,
Virginia,Henrico County,,,,,,,,,"330,818",
Virginia,Henry County,,,,,,,,,"50,557",
Virginia,Highland County,,,,,,,,,"2,190",
Virginia,Hopewell,,,,,,,,,#N/A,
Virginia,Isle of Wight County,,,,,,,,,"37,109",
Virginia,James City County,,,,,,,,,"76,523",
Virginia,King and Queen County,,,,,,,,,"7,025",
Virginia,King George County,,,,,,,,,"26,836",
Virginia,King William County,,,,,,,,,"17,148",
Virginia,Lancaster County,,,,,,,,,"10,603",
Virginia,Lee County,,,,,,,,,"23,423",
Virginia,Lexington,,,,,,,,,#N/A,
Virginia,Loudoun County,,,,,,,,,"413,538",
Virginia,Louisa County,,,,,,,,,"37,591",
Virginia,Lunenburg County,,,,,,,,,"12,196",
Virginia,Lynchburg,,,,,,,,,#N/A,
Virginia,Madison County,,,,,,,,,"13,261",
Virginia,Manassas,,,,,,,,,#N/A,
Virginia,Manassas Park,,,,,,,,,#N/A,
Virginia,Martinsville,,,,,,,,,#N/A,
Virginia,Mathews County,,,,,,,,,"8,834",
Virginia,Mecklenburg County,,,,,,,,,"30,587",
Virginia,Middlesex County,,,,,,,,,"10,582",
Virginia,Montgomery County,,,,,,,,,"98,535",
Virginia,Nelson County,,,,,,,,,"14,930",
Virginia,New Kent County,,,,,,,,,"23,091",
Virginia,Newport News,,,,,,,,,#N/A,
Virginia,Norfolk,,,,,,,,,#N/A,
Virginia,Northampton County,,,,,,,,,"11,710",
Virginia,Northumberland County,,,,,,,,,"12,095",
Virginia,Norton,,,,,,,,,#N/A,
Virginia,Nottoway County,,,,,,,,,"15,232",
Virginia,Orange County,,,,,,,,,"37,051",
Virginia,Page County,,,,,,,,,"23,902",
Virginia,Patrick County,,,,,,,,,"17,608",
Virginia,Petersburg,,,,,,,,,#N/A,
Virginia,Pittsylvania County,,,,,,,,,"60,354",
Virginia,Poquoson,,,,,,,,,#N/A,
Virginia,Portsmouth,,,,,,,,,#N/A,
Virginia,Powhatan County,,,,,,,,,"29,652",
Virginia,Prince Edward County,,,,,,,,,"22,802",
Virginia,Prince George County,,,,,,,,,"38,353",
Virginia,Prince William County,,,,,,,,,"470,335",
Virginia,Pulaski County,,,,,,,,,"34,027",
Virginia,Radford,,,,,,,,,#N/A,
Virginia,Rappahannock County,,,,,,,,,"7,370",
Virginia,Richmond,,,,,,,,,#N/A,
Virginia,Richmond County,,,,,,,,,"9,023",
Virginia,Roanoke,,,,,,,,,#N/A,
Virginia,Roanoke County,,,,,,,,,"94,186",
Virginia,Rockbridge County,,,,,,,,,"22,573",
Virginia,Rockingham County,,,,,,,,,"81,948",
Virginia,Russell County,,,,,,,,,"26,586",
Virginia,Salem,,,,,,,,,#N/A,
Virginia,Scott County,,,,,,,,,"21,566",
Virginia,Shenandoah County,,,,,,,,,"43,616",
Virginia,Smyth County,,,,,,,,,"30,104",
Virginia,Southampton County,,,,,,,,,"17,631",
Virginia,Spotsylvania County,,,,,,,,,"136,215",
Virginia,Stafford County,,,,,,,,,"152,882",
Virginia,Staunton,,,,,,,,,#N/A,
Virginia,Suffolk,,,,,,,,,#N/A,
Virginia,Surry County,,,,,,,,,"6,422",
Virginia,Sussex County,,,,,,,,,"11,159",
Virginia,Tazewell County,,,,,,,,,"40,595",
Virginia,Virginia Beach,,,,,,,,,#N/A,
Virginia,Warren County,,,,,,,,,"40,164",
Virginia,Washington County,,,,,,,,,"53,740",
Virginia,Waynesboro,,,,,,,,,#N/A,
Virginia,Westmoreland County,,,,,,,,,"18,015",
Virginia,Williamsburg,,,,,,,,,#N/A,
Virginia,Winchester,,,,,,,,,#N/A,
Virginia,Wise County,,,,,,,,,"37,383",
Virginia,Wythe County,,,,,,,,,"28,684",
Virginia,York County,,,,,,,,,"68,280",
Washington,Adams County,,,,,,,,,"19,983",
Washington,Asotin County,,,,,,,,,"22,582",
Washington,Benton County,,,,,,,,,"204,390",
Washington,Chelan County,,,,,,,,,"77,200",
Washington,Clallam County,,,,,,,,,"77,331",
Washington,Clark County,,,,,,,,,"488,241",
Washington,Columbia County,,,,,,,,,"3,985",
Washington,Cowlitz County,,,,,,,,,"110,593",
Washington,Douglas County,,,,,,,,,"43,429",
Washington,Ferry County,,,,,,,,,"7,627",
Washington,Franklin County,,,,,,,,,"95,222",
Washington,Garfield County,,,,,,,,,"2,225",
Washington,Grant County,,,,,,,,,"97,733",
Washington,Grays Harbor County,,,,,,,,,"75,061",
Washington,Island County,,,,,,,,,"85,141",
Washington,Jefferson County,,,,,,,,,"32,221",
Washington,King County,King County Sheriff's office,,https://data.kingcounty.gov/browse?category=Law+Enforcement+%26+Safety,https://data.kingcounty.gov/Law-Enforcement-Safety/Adult-Jail-Booking-May-1-2019-to-April-30-2020-as-/j56h-zgnm,sheriff incident  and 1 year rolling jail bookings csv datasets,,,,"2,252,782",
Washington,Kitsap County,,,,,,,,,"271,473",
Washington,Kittitas County,,,,,,,,,"47,935",
Washington,Klickitat County,,,,,,,,,"22,425",
Washington,Lewis County,,,,,,,,,"80,707",
Washington,Lincoln County,,,,,,,,,"10,939",
Washington,Mason County,,,,,,,,,"66,768",
Washington,Okanogan County,,,,,,,,,"42,243",
Washington,Pacific County,,,,,,,,,"22,471",
Washington,Pend Oreille County,,,,,,,,,"13,724",
Washington,Pierce County,,,,,,,,,"904,980",
Washington,San Juan County,,,,,,,,,"17,582",
Washington,Skagit County,,,,,,,,,"129,205",
Washington,Skamania County,,,,,,,,,"12,083",
Washington,Snohomish County,,,,,,,,,"822,083",
Washington,Spokane County,,,,,,,,,"522,798",
Washington,Stevens County,,,,,,,,,"45,723",
Washington,Thurston County,,,,,,,,,"290,536",
Washington,Wahkiakum County,,,,,,,,,"4,488",
Washington,Walla Walla County,,,,,,,,,"60,760",
Washington,Whatcom County,,,,,,,,,"229,247",
Washington,Whitman County,,,,,,,,,"50,104",
Washington,Yakima County,,,,,,,,,"250,873",
West Virginia,Barbour County,,,,,,,,,"16,441",
West Virginia,Berkeley County,,,,,,,,,"119,171",
West Virginia,Boone County,,,,,,,,,"21,457",
West Virginia,Braxton County,,,,,,,,,"13,957",
West Virginia,Brooke County,,,,,,,,,"21,939",
West Virginia,Cabell County,,,,,,,,,"91,945",
West Virginia,Calhoun County,,,,,,,,,"7,109",
West Virginia,Clay County,,,,,,,,,"8,508",
West Virginia,Doddridge County,,,,,,,,,"8,448",
West Virginia,Fayette County,,,,,,,,,"42,406",
West Virginia,Gilmer County,,,,,,,,,"7,823",
West Virginia,Grant County,,,,,,,,,"11,568",
West Virginia,Greenbrier County,,,,,,,,,"34,662",
West Virginia,Hampshire County,,,,,,,,,"23,175",
West Virginia,Hancock County,,,,,,,,,"28,810",
West Virginia,Hardy County,,,,,,,,,"13,776",
West Virginia,Harrison County,,,,,,,,,"67,256",
West Virginia,Jackson County,,,,,,,,,"28,576",
West Virginia,Jefferson County,,,,,,,,,"57,146",
West Virginia,Kanawha County,,,,,,,,,"178,124",
West Virginia,Lewis County,,,,,,,,,"15,907",
West Virginia,Lincoln County,,,,,,,,,"20,409",
West Virginia,Logan County,,,,,,,,,"32,019",
West Virginia,Marion County,,,,,,,,,"56,072",
West Virginia,Marshall County,,,,,,,,,"30,531",
West Virginia,Mason County,,,,,,,,,"26,516",
West Virginia,McDowell County,,,,,,,,,"17,624",
West Virginia,Mercer County,,,,,,,,,"58,758",
West Virginia,Mineral County,,,,,,,,,"26,868",
West Virginia,Mingo County,,,,,,,,,"23,424",
West Virginia,Monongalia County,,,,,,,,,"105,612",
West Virginia,Monroe County,,,,,,,,,"13,275",
West Virginia,Morgan County,,,,,,,,,"17,884",
West Virginia,Nicholas County,,,,,,,,,"24,496",
West Virginia,Ohio County,,,,,,,,,"41,411",
West Virginia,Pendleton County,,,,,,,,,"6,969",
West Virginia,Pleasants County,,,,,,,,,"7,460",
West Virginia,Pocahontas County,,,,,,,,,"8,247",
West Virginia,Preston County,,,,,,,,,"33,432",
West Virginia,Putnam County,,,,,,,,,"56,450",
West Virginia,Raleigh County,,,,,,,,,"73,361",
West Virginia,Randolph County,,,,,,,,,"28,695",
West Virginia,Ritchie County,,,,,,,,,"9,554",
West Virginia,Roane County,,,,,,,,,"13,688",
West Virginia,Summers County,,,,,,,,,"12,573",
West Virginia,Taylor County,,,,,,,,,"16,695",
West Virginia,Tucker County,,,,,,,,,"6,839",
West Virginia,Tyler County,,,,,,,,,"8,591",
West Virginia,Upshur County,,,,,,,,,"24,176",
West Virginia,Wayne County,,,,,,,,,"39,402",
West Virginia,Webster County,,,,,,,,,"8,114",
West Virginia,Wetzel County,,,,,,,,,"15,065",
West Virginia,Wirt County,,,,,,,,,"5,821",
West Virginia,Wood County,,,,,,,,,"83,518",
West Virginia,Wyoming County,,,,,,,,,"20,394",
Wisconsin,Adams County,,,,,,,,,"20,220",
Wisconsin,Ashland County,,,,,,,,,"15,562",
Wisconsin,Barron County,,,,,,,,,"45,244",
Wisconsin,Bayfield County,,,,,,,,,"15,036",
Wisconsin,Brown County,,,,,,,,,"264,542",
Wisconsin,Buffalo County,,,,,,,,,"13,031",
Wisconsin,Burnett County,,,,,,,,,"15,414",
Wisconsin,Calumet County,,,,,,,,,"50,089",
Wisconsin,Chippewa County,,,,,,,,,"64,658",
Wisconsin,Clark County,,,,,,,,,"34,774",
Wisconsin,Columbia County,,,,,,,,,"57,532",
Wisconsin,Crawford County,,,,,,,,,"16,131",
Wisconsin,Dane County,,,,,,,,,"546,695",
Wisconsin,Dodge County,,,,,,,,,"87,839",
Wisconsin,Door County,,,,,,,,,"27,668",
Wisconsin,Douglas County,,,,,,,,,"43,150",
Wisconsin,Dunn County,,,,,,,,,"45,368",
Wisconsin,Eau Claire County,,,,,,,,,"104,646",
Wisconsin,Florence County,,,,,,,,,"4,295",
Wisconsin,Fond du Lac County,,,,,,,,,"103,403",
Wisconsin,Forest County,,,,,,,,,"9,004",
Wisconsin,Grant County,,,,,,,,,"51,439",
Wisconsin,Green County,,,,,,,,,"36,960",
Wisconsin,Green Lake County,,,,,,,,,"18,913",
Wisconsin,Iowa County,,,,,,,,,"23,678",
Wisconsin,Iron County,,,,,,,,,"5,687",
Wisconsin,Jackson County,,,,,,,,,"20,643",
Wisconsin,Jefferson County,,,,,,,,,"84,769",
Wisconsin,Juneau County,,,,,,,,,"26,687",
Wisconsin,Kenosha County,,,,,,,,,"169,561",
Wisconsin,Kewaunee County,,,,,,,,,"20,434",
Wisconsin,La Crosse County,,,,,,,,,"118,016",
Wisconsin,Lafayette County,,,,,,,,,"16,665",
Wisconsin,Langlade County,,,,,,,,,"19,189",
Wisconsin,Lincoln County,,,,,,,,,"27,593",
Wisconsin,Manitowoc County,,,,,,,,,"78,981",
Wisconsin,Marathon County,,,,,,,,,"135,692",
Wisconsin,Marinette County,,,,,,,,,"40,350",
Wisconsin,Marquette County,,,,,,,,,"15,574",
Wisconsin,Menominee County,,,,,,,,,"4,556",
Wisconsin,Milwaukee County,,,,,,,,,"945,726",
Wisconsin,Monroe County,,,,,,,,,"46,253",
Wisconsin,Oconto County,,,,,,,,,"37,930",
Wisconsin,Oneida County,,,,,,,,,"35,595",
Wisconsin,Outagamie County,,,,,,,,,"187,885",
Wisconsin,Ozaukee County,,,,,,,,,"89,221",
Wisconsin,Pepin County,,,,,,,,,"7,287",
Wisconsin,Pierce County,,,,,,,,,"42,754",
Wisconsin,Polk County,,,,,,,,,"43,783",
Wisconsin,Portage County,,,,,,,,,"70,772",
Wisconsin,Price County,,,,,,,,,"13,351",
Wisconsin,Racine County,,,,,,,,,"196,311",
Wisconsin,Richland County,,,,,,,,,"17,252",
Wisconsin,Rock County,,,,,,,,,"163,354",
Wisconsin,Rusk County,,,,,,,,,"14,178",
Wisconsin,Sauk County,,,,,,,,,"64,442",
Wisconsin,Sawyer County,,,,,,,,,"16,558",
Wisconsin,Shawano County,,,,,,,,,"40,899",
Wisconsin,Sheboygan County,,,,,,,,,"115,340",
Wisconsin,St. Croix County,,,,,,,,,"90,687",
Wisconsin,Taylor County,,,,,,,,,"20,343",
Wisconsin,Trempealeau County,,,,,,,,,"29,649",
Wisconsin,Vernon County,,,,,,,,,"30,822",
Wisconsin,Vilas County,,,,,,,,,"22,195",
Wisconsin,Walworth County,,,,,,,,,"103,868",
Wisconsin,Washburn County,,,,,,,,,"15,720",
Wisconsin,Washington County,,,,,,,,,"136,034",
Wisconsin,Waukesha County,,,,,,,,,"404,198",
Wisconsin,Waupaca County,,,,,,,,,"50,990",
Wisconsin,Waushara County,,,,,,,,,"24,443",
Wisconsin,Winnebago County,,,,,,,,,"171,907",
Wisconsin,Wood County,,,,,,,,,"72,999",
Wyoming,Albany County,,,,,,,,,"38,880",
Wyoming,Big Horn County,,,,,,,,,"11,790",
Wyoming,Campbell County,,,,,,,,,"46,341",
Wyoming,Carbon County,,,,,,,,,"14,800",
Wyoming,Converse County,,,,,,,,,"13,822",
Wyoming,Crook County,,,,,,,,,"7,584",
Wyoming,Fremont County,,,,,,,,,"39,261",
Wyoming,Goshen County,,,,,,,,,"13,211",
Wyoming,Hot Springs County,,,,,,,,,"4,413",
Wyoming,Johnson County,,,,,,,,,"8,445",
Wyoming,Laramie County,,,,,,,,,"99,500",
Wyoming,Lincoln County,,,,,,,,,"19,830",
